Date,Open,High,Low,Close,Volume,sma20,sma50,ema20,ema50,ema200,rsi,macd,roc,stoch_k,atr,bb_upper,bb_lower,obv,vwap,volume_change
2019-10-29,454.77161859407425,466.1844203990132,451.5315342502971,461.7353515625,33686172,425.81400299072266,408.57001342773435,429.84208473419284,416.00710245099214,392.72978718185357,70.08097349822616,12.58628160263305,12.674057607396232,92.9121641303098,12.907321539689317,459.5638122098882,392.0641937715571,149483454,432.0936632665957,310.4684892775007
2019-10-30,463.28285821493506,463.28285821493506,454.57816985599055,455.6904296875,22396012,426.8754913330078,409.74804748535155,432.30383187260304,417.56331136222775,393.35626123663616,65.74299061055595,13.054536044415954,9.940501916146061,82.3577151327412,12.607133455350402,462.9047824923464,390.8462001736692,127087442,435.8258173407776,-33.515710838263246
2019-10-31,459.41410466412475,461.10668294446623,446.1636228915335,447.856201171875,21198377,428.2948394775391,410.6330249023438,433.7850099011051,418.7512678253512,393.8985491961908,60.51493159384991,12.647679716424818,7.974809768399405,68.36391813163598,12.773985355177711,465.26941378256754,391.32026517251063,105889065,438.5082670268706,-5.3475368739756
2019-11-01,451.33807794143297,451.6282519249335,445.3898802324525,447.08245849609375,13522994,430.11556854248045,411.4706097412109,435.05143357681834,419.86229491047834,394.42774232355305,60.0073794275362,12.123061471452957,7.039471924894375,64.73212607855365,12.307155807842232,467.02507806993987,393.206059015021,92366071,440.4416422880495,-36.20740870869501
2019-11-04,447.8078305186678,456.80266282410935,447.8078305186678,455.0617370605469,16254715,432.20469360351564,412.38170043945314,436.95717676574486,421.2426651908732,395.03106565426947,63.41515594946265,12.210404880431838,8.086372472007398,78.62447062292686,12.122373559283186,469.7895837117309,394.61980349530035,108620786,442.5575902918904,20.200563573421682
2019-11-05,456.6092531560922,458.4469036175596,451.5798660356556,452.9822998046875,14952189,434.8378631591797,413.37693664550784,438.4833789599299,422.4873567443561,395.6076948497961,61.934045088358154,11.973805378390296,6.298220046763607,73.1563218517343,11.746992418041817,470.44531694078347,399.2304093775759,93668597,444.4205860217381,-8.01321954891242
2019-11-06,451.8216540917099,468.0220454112336,449.5004098954403,464.92706298828125,24922680,437.9618804931641,414.7048846435547,441.0018250578681,424.15165895000024,396.29743980639796,66.73955003589964,12.604840377152811,9.798993290791445,93.62552613210428,12.230895496452634,472.60416012382336,403.3196008625048,118591277,447.1575773802417,66.6824837487006
2019-11-07,467.1515300623182,467.1515300623182,460.0426965276915,462.8475341796875,18312032,439.98571624755857,416.24174438476564,443.0823687837556,425.66914425312524,396.9596298001621,65.19643525561227,12.789707774618478,6.073348492342537,89.00295209882776,11.865033927750785,475.4673566566857,404.50407583843145,100279245,449.02661866990087,-26.524627367522267
2019-11-08,464.975410202504,479.7250201985273,464.54016400269023,473.38995361328125,52207121,443.16534423828125,418.0610241699219,445.96880543418666,427.5405485417588,397.720130534621,69.09738392815441,13.629785972183242,7.547793535973573,88.79385900193255,12.22306621997143,478.65348763616083,407.67720084040167,152486366,453.73943284912326,185.09736658389414
2019-11-11,471.98754037528516,482.6266037853838,468.69910849722646,480.498779296875,24766065,446.4658721923828,419.70814514160156,449.25737437349034,429.6173419047046,398.5437986815091,71.42333368167601,14.69972750945442,9.246836487328672,95.66926814195355,12.34481115341328,482.9366271739974,409.99511721076817,177252431,457.5145647391269,-52.561902427065455
2019-11-13,480.49881310183486,481.1758562638719,467.4417798162826,469.8114013671875,24272664,449.21752166748047,421.0070788574219,451.21490075384247,431.1935795306843,399.252929056491,63.66507393421651,14.517928166663808,3.5493553750315967,72.39590512159366,12.444044388711566,483.9740086546194,414.4610346803415,152979767,460.0179285825951,-1.9922462450130851
2019-11-14,473.6800923152925,483.44869226117976,467.8769671414451,482.2880554199219,35396276,452.4479248046875,422.66483703613284,454.1742488172786,433.19728446751714,400.0791492193112,68.0308984856108,15.205334951685245,6.197426658891389,97.35970826000509,12.667450155213215,486.8874408222722,418.0084087871028,188376043,463.2210684156609,45.82773444233397
2019-11-15,481.51435525792476,492.9755342853091,479.72505228466673,483.44873046875,42074833,455.5695236206055,424.5111987304688,456.9622946888473,435.16792940874194,400.9086972914449,68.41115178197794,15.663210813341493,4.702559341140441,79.97967243241622,12.709095287029584,489.35900481638004,421.7800424248309,230450876,467.2121355321693,18.86796509327704
2019-11-18,482.38482446621185,487.8978056951723,480.35372456521463,481.9979553222656,22910109,458.3622772216797,426.22698974609375,459.3466433206014,437.00440101319384,401.71555558030883,67.33308610607503,15.727715983143469,5.773113482503155,76.9309066323856,12.340165704381588,491.1805361199478,425.54401832341154,207540767,468.5207309193999,-45.549138602641634
2019-11-19,481.6110643828033,485.5281622518522,473.7768391284832,477.30706787109375,27939336,461.05589447021487,428.18747985839843,461.05715994445785,438.5848977527193,402.46770993146094,63.830520399853306,15.224819143058596,6.575964924044071,67.0731300723295,12.298105520023551,490.6499822237517,431.46180671667804,179601431,470.13336440060743,21.951999442691438
